"std_name_p","species","genus","L1.name","L2.name","L3.name","L4.name"
"P. cactorum","Fagus sylvatica","Fagus","Europe","Middle Europe","Germany","Germany"
"P. pseudosyringae","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. citricola","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum","Fagus sylvatica","Fagus","Northern America","Northeastern U.S.A.","New York","New York"
"P. × cambivora","Fagus sylvatica","Fagus","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. citricola","Fagus sylvatica","Fagus","Europe","Middle Europe","Austria","Austria"
"P. megasperma","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Sicilia","Sicilia"
"P. cactorum","Fagus sylvatica","Fagus","Europe","Middle Europe","Switzerland","Switzerland"
"P. gonapodyides","Fagus sylvatica","Fagus","Europe","Middle Europe","Switzerland","Switzerland"
"P. ramorum","Fagus sylvatica","Fagus","Europe","Northern Europe",NA,NA
"P. syringae","Fagus sylvatica","Fagus","Europe","Middle Europe","Germany","Germany"
"P. pini","Fagus sylvatica","Fagus","Northern America",NA,NA,NA
"P. cactorum","Fagus sylvatica","Fagus","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. × serendipita","Fagus sylvatica","Fagus","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. citricola","Fagus sylvatica","Fagus","Northern America","Northeastern U.S.A.","Massachusetts","Massachusetts"
"P. citricola","Fagus sylvatica","Fagus","Northern America","Northeastern U.S.A.","New York","New York"
"P. plurivora","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Yugoslavia","Serbia"
"P. citricola","Fagus sylvatica","Fagus","Northern America","Northeastern U.S.A.","Connecticut","Connecticut"
"P. gonapodyides","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. cinnamomi","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. pseudosyringae","Fagus sylvatica","Fagus","Europe","Middle Europe","Germany","Germany"
"P. syringae","Fagus sylvatica","Fagus","Europe","Middle Europe","Switzerland","Switzerland"
"P. × cambivora","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Yugoslavia","Slovenia"
"P. × cambivora","Fagus sylvatica","Fagus","Southern America","Southern South America",NA,NA
"P. pseudosyringae","Fagus sylvatica","Fagus","Europe","Middle Europe","Netherlands","Netherlands"
"P. gonapodyides","Fagus sylvatica","Fagus","Europe","Northern Europe","Denmark","Denmark"
"P. uniformis","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. citricola","Fagus sylvatica","Fagus","Europe","Middle Europe","Switzerland","Switzerland"
"P. nicotianae","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. ilicis","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. citricola","Fagus sylvatica","Fagus","Northern America","Northeastern U.S.A.","Pennsylvania","Pennsylvania"
"P. cactorum","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Italy","Italy"
"P. syringae","Fagus sylvatica","Fagus","Europe","Middle Europe","Austria","Austria"
"P. cactorum","Fagus sylvatica","Fagus","Europe","Middle Europe","Austria","Austria"
"P. cactorum","Fagus sylvatica","Fagus","Europe","Middle Europe","Czechoslovakia","Slovakia"
"P. cryptogea","Fagus sylvatica","Fagus","Europe","Northern Europe","Sweden","Sweden"
"P. × cambivora","Fagus sylvatica","Fagus","Europe","Middle Europe","Poland","Poland"
"P. pseudosyringae","Fagus sylvatica","Fagus","Europe","Middle Europe","Switzerland","Switzerland"
"P. × cambivora","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Italy","Italy"
"P. pseudosyringae","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Italy","Italy"
"P. × cambivora","Fagus sylvatica","Fagus","Europe","Northern Europe",NA,NA
"P. cactorum","Fagus sylvatica","Fagus","Northern America","Northeastern U.S.A.","Massachusetts","Massachusetts"
"P. plurivora","Fagus sylvatica","Fagus","Europe","Northern Europe","Sweden","Sweden"
"P. cryptogea","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum","Fagus sylvatica","Fagus","Europe","Northern Europe","Denmark","Denmark"
"P. cactorum","Fagus sylvatica","Fagus","Europe","Southwestern Europe","France","France"
"P. gonapodyides","Fagus sylvatica","Fagus","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. lacustris","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. pseudosyringae","Fagus sylvatica","Fagus","Europe","Northern Europe",NA,NA
"P. cactorum","Fagus sylvatica","Fagus","Northern America","Northeastern U.S.A.","Rhode I.","Rhode I."
"P. citrophthora","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. occultans","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. tubulina","Fagus sylvatica","Fagus","Europe","Middle Europe","Austria","Austria"
"P. foliorum","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. gonapodyides","Fagus sylvatica","Fagus","Europe","Middle Europe","Netherlands","Netherlands"
"P. gonapodyides","Fagus sylvatica","Fagus","Northern America","Northeastern U.S.A.","New York","New York"
"P. × serendipita","Fagus sylvatica","Fagus","Europe","Middle Europe","Switzerland","Switzerland"
"P. pseudocryptogea","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. gonapodyides","Fagus sylvatica","Fagus","Europe","Northern Europe",NA,NA
"P. cinnamomi","Fagus sylvatica","Fagus","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. kernoviae","Fagus sylvatica","Fagus","Europe","Northern Europe",NA,NA
"P. citricola","Fagus sylvatica","Fagus","Europe","Middle Europe","Germany","Germany"
"P. cactorum","Fagus sylvatica","Fagus","Europe","Northern Europe","Sweden","Sweden"
"P. × cambivora","Fagus sylvatica","Fagus","Europe","Middle Europe","Austria","Austria"
"P. cactorum","Fagus sylvatica","Fagus","Europe","Middle Europe","Poland","Poland"
"P. tubulina","Fagus sylvatica","Fagus","Europe","Middle Europe","Switzerland","Switzerland"
"P. cactorum","Fagus sylvatica","Fagus","Asia-Temperate","Eastern Asia","Japan",NA
"P. gonapodyides","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Yugoslavia","Serbia"
"P. cactorum","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. × cambivora","Fagus sylvatica","Fagus","Asia-Temperate","Western Asia","Turkey","Turkey"
"P. plurivora","Fagus sylvatica","Fagus","Northern America","Northeastern U.S.A.","New York","New York"
"P. hedraiandra","Fagus sylvatica","Fagus","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. plurivora","Fagus sylvatica","Fagus",NA,NA,NA,NA
"P. austrocedri","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. tubulina","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum","Fagus sylvatica","Fagus","Northern America","Northeastern U.S.A.","Pennsylvania","Pennsylvania"
"P. psychrophila","Fagus sylvatica","Fagus","Europe","Middle Europe","Germany","Germany"
"P. uliginosa","Fagus sylvatica","Fagus","Europe","Middle Europe","Germany","Germany"
"P. hibernalis","Fagus sylvatica","Fagus","Europe","Northern Europe","Great Britain","Great Britain"
"P. citricola","Fagus sylvatica","Fagus","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. gonapodyides","Fagus sylvatica","Fagus","Europe","Middle Europe","Austria","Austria"
"P. plurivora","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Italy","Italy"
"P. × cambivora","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Yugoslavia","Serbia"
"P. × cambivora","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. × cambivora","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Romania","Romania"
"P. citricola","Fagus sylvatica","Fagus","Europe","Southeastern Europe","Yugoslavia","Slovenia"
"P. plurivora","Fagus sylvatica","Fagus","Europe","Middle Europe","Hungary","Hungary"
"P. citricola","Fagus sylvatica","Fagus","Europe","Northern Europe",NA,NA
"P. citricola","Fagus sylvatica","Fagus","Northern America","Southeastern U.S.A.","Maryland","Maryland"
"P. nicotianae","× Fatshedera lizei","Fatshedera","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. palmivora","× Fatshedera lizei","Fatshedera","Europe","Middle Europe","Poland","Poland"
"P. plurivora",NA,"Fatsia","Europe","Northern Europe",NA,NA
"P. gonapodyides",NA,"Fatsia","Europe","Northern Europe",NA,NA
"P. gonapodyides",NA,"Fatsia","Europe","Northern Europe","Great Britain","Great Britain"
"P. plurivora",NA,"Fatsia","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum","Fatsia japonica","Fatsia","Southern America","Southern South America",NA,NA
"P. cinnamomi","Fatsia japonica","Fatsia","Australasia","New Zealand",NA,NA
"P. nicotianae","Fatsia japonica","Fatsia","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. citricola",NA,"Feijoa","Europe","Southeastern Europe","Sicilia","Sicilia"
"P. cactorum",NA,"Feijoa","Europe","Southeastern Europe","Sicilia","Sicilia"
"P. citricola","Feijoa sellowiana","Feijoa","Europe","Southeastern Europe","Italy","Italy"
"P. nicotianae","Feijoa sellowiana","Feijoa","Europe","Southeastern Europe","Italy","Italy"
"P. citrophthora","Feijoa sellowiana","Feijoa","Europe","Southeastern Europe","Italy","Italy"
"P. plurivora","Feijoa sellowiana","Feijoa","Europe","Southeastern Europe","Italy","Italy"
"P. multivora","Feijoa sellowiana","Feijoa","Europe","Southeastern Europe","Italy","Italy"
"P. cactorum","Feijoa sellowiana","Feijoa","Australasia","New Zealand",NA,NA
"P. cactorum","Feijoa sellowiana","Feijoa","Europe","Southeastern Europe","Italy","Italy"
"P. megasperma",NA,"Ficus","Asia-Tropical","Papuasia","New Guinea","Papua New Guinea"
"P. cryptogea",NA,"Ficus","Europe","Northern Europe","Great Britain","Great Britain"
"P. syringae",NA,"Ficus","Northern America","Southwestern U.S.A.","California","California"
"P. citrophthora",NA,"Ficus","Europe","Northern Europe","Great Britain","Great Britain"
"P. palmivora",NA,"Ficus","Asia-Temperate","Eastern Asia","Japan",NA
"P. palmivora",NA,"Ficus","Northern America",NA,NA,NA
"P. boehmeriae",NA,"Ficus","Asia-Tropical","Papuasia","New Guinea","Papua New Guinea"
"P. palmivora",NA,"Ficus","Asia-Temperate","China",NA,NA
"P. niederhauserii",NA,"Ficus","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. palmivora",NA,"Ficus","Northern America","Southwestern U.S.A.","California","California"
"P. gondwanensis",NA,"Ficus","Asia-Tropical","Papuasia","New Guinea","Papua New Guinea"
"P. palmivora",NA,"Ficus","Asia-Temperate","Eastern Asia","Korea",NA
"P. citrophthora",NA,"Ficus","Northern America","Southwestern U.S.A.","California","California"
"P. palmivora","Ficus benjamina","Ficus","Asia-Tropical","Indian Subcontinent","India",NA
"P. palmivora","Ficus benjamina","Ficus","Asia-Temperate","Eastern Asia","Korea",NA
"P. palmivora","Ficus sur","Ficus","Africa",NA,NA,NA
"P. nicotianae","Ficus carica","Ficus","Southern America","Northern South America","Venezuela","Venezuela"
"P. palmivora","Ficus carica","Ficus","Southern America","Brazil",NA,NA
"P. palmivora","Ficus carica","Ficus","Asia-Temperate","Eastern Asia","Japan",NA
"P. citrophthora","Ficus carica","Ficus","Asia-Temperate","Eastern Asia","Japan",NA
"P. palmivora","Ficus carica","Ficus","Asia-Temperate","China",NA,NA
"P. palmivora","Ficus carica","Ficus","Australasia","Australia",NA,NA
"P. citrophthora","Ficus carica","Ficus","Southern America","Southern South America",NA,NA
"P. nicotianae","Ficus carica","Ficus","Asia-Tropical","Indian Subcontinent","India",NA
"P. palmivora","Ficus carica","Ficus","Pacific","North-Central Pacific","Hawaii",NA
"P. parsiana","Ficus carica","Ficus","Asia-Temperate","Western Asia","Iran","Iran"
"P. cinnamomi","Ficus carica","Ficus","Asia-Temperate","Western Asia","Turkey","Turkey"
"P. palmivora","Ficus carica","Ficus","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. niederhauserii","Ficus carica","Ficus","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. × cambivora","Ficus carica","Ficus","Asia-Temperate","Eastern Asia","Japan",NA
"P. palmivora","Ficus carica","Ficus",NA,NA,NA,NA
"P. nicotianae","Ficus carica","Ficus","Southern America","Brazil",NA,NA
"P. capsici","Ficus carica","Ficus","Asia-Temperate","Eastern Asia","Japan",NA
"P. cinnamomi","Ficus carica","Ficus","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. palmivora","Ficus carica","Ficus","Northern America",NA,NA,NA
"P. melonis","Ficus carica","Ficus","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. palmivora","Ficus carica","Ficus","Asia-Temperate","Eastern Asia","Korea",NA
"P. citrophthora","Ficus carica","Ficus","Asia-Temperate","Eastern Asia","Korea",NA
"P. palmivora","Ficus carica","Ficus","Southern America","Western South America","Ecuador","Ecuador"
"P. palmivora","Ficus carica","Ficus","Southern America","Central America","Costa Rica","Costa Rica"
"P. cinnamomi","Ficus carica","Ficus","Southern America","Central America","Costa Rica","Costa Rica"
"P. citrophthora","Ficus elastica","Ficus","Europe","Southeastern Europe","Greece","Greece"
"P. palmivora","Ficus religiosa","Ficus","Asia-Tropical","Indian Subcontinent","India",NA
"P. palmivora","Ficus retusa","Ficus","Asia-Tropical","Indian Subcontinent","India",NA
"P. cinnamomi","Flindersia brayleyana","Flindersia","Pacific","North-Central Pacific","Hawaii",NA
"P. crassamura","Foeniculum vulgare","Foeniculum","Europe","Southeastern Europe","Italy","Italy"
"P. syringae","Foeniculum vulgare","Foeniculum","Europe","Southeastern Europe","Italy","Italy"
"P. megasperma","Foeniculum vulgare","Foeniculum","Europe","Southeastern Europe","Italy","Italy"
"P. nicotianae",NA,"Forsythia","Europe","Northern Europe",NA,NA
"P. citrophthora",NA,"Forsythia","Europe","Middle Europe","Hungary","Hungary"
"P. citricola",NA,"Forsythia","Northern America","North-Central U.S.A.","Minnesota","Minnesota"
"P. cactorum",NA,"Forsythia","Europe","Middle Europe","Germany","Germany"
"P. nicotianae",NA,"Forsythia","Europe","Southeastern Europe","Italy","Italy"
"P. cinnamomi",NA,"Forsythia","Australasia","New Zealand",NA,NA
"P. cinnamomi",NA,"Forsythia","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. megasperma",NA,"Forsythia","Europe","Middle Europe","Netherlands","Netherlands"
"P. citrophthora","Forsythia × intermedia","Forsythia","Europe","Middle Europe","Poland","Poland"
"P. nicotianae","Forsythia × intermedia","Forsythia","Northern America","Southeastern U.S.A.","Virginia","Virginia"
"P. nicotianae","Forsythia × intermedia","Forsythia","Northern America","Northeastern U.S.A.","Connecticut","Connecticut"
"P. cryptogea","Forsythia × intermedia","Forsythia","Europe","Middle Europe","Poland","Poland"
"P. syringae","Forsythia viridissima","Forsythia","Europe","Middle Europe","Germany","Germany"
"P. nicotianae","Forsythia viridissima","Forsythia","Europe","Southeastern Europe","Italy","Italy"
"P. hibernalis",NA,NA,"Australasia","Australia",NA,NA
"P. citrophthora",NA,NA,"Asia-Temperate","Eastern Asia","Japan",NA
"P. citrophthora",NA,NA,"Asia-Temperate","Western Asia","Turkey","Turkey"
"P. mekongensis",NA,NA,"Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. mekongensis",NA,"Citrus","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. megasperma",NA,NA,"Southern America","Southern South America",NA,NA
"P. megasperma",NA,"Citrus","Southern America","Southern South America",NA,NA
"P. cinnamomi","Citrus japonica","Citrus","Europe","Southeastern Europe","Italy","Italy"
"P. nicotianae","Citrus japonica","Citrus","Asia-Temperate","China",NA,NA
"P. citrophthora","Citrus japonica","Citrus","Europe","Southeastern Europe","Italy","Italy"
"P. nicotianae","Citrus japonica","Citrus","Europe","Southeastern Europe","Italy","Italy"
"P. cactorum","Citrus japonica","Citrus","Northern America","Southwestern U.S.A.","California","California"
"P. nicotianae","Citrus japonica","Citrus","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. citrophthora","Citrus japonica","Citrus","Europe","Southwestern Europe","Spain","Spain"
"P. citrophthora","Citrus japonica","Citrus","Northern America",NA,NA,NA
"P. citrophthora","Citrus japonica","Citrus","Asia-Temperate","Eastern Asia","Japan",NA
"P. ramorum","Fothergilla latifolia","Fothergilla","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum",NA,"Fragaria","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum",NA,"Fragaria","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. fragariae",NA,"Fragaria","Europe","Northern Europe",NA,NA
"P. fragariae",NA,"Fragaria","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. cactorum",NA,"Fragaria","Asia-Temperate","Western Asia","Turkey","Turkey"
"P. fragariae",NA,"Fragaria","Europe","Middle Europe","Netherlands","Netherlands"
"P. nicotianae",NA,"Fragaria","Southern America","Caribbean","Leeward Is.","Guadeloupe"
"P. cactorum",NA,"Fragaria","Europe","Southwestern Europe","France","France"
"P. fragariae",NA,"Fragaria","Europe","Southwestern Europe","France","France"
"P. cactorum",NA,"Fragaria","Europe","Middle Europe","Poland","Poland"
"P. pini",NA,"Fragaria","Europe","Southeastern Europe","Bulgaria","Bulgaria"
"P. bishii",NA,"Fragaria","Northern America",NA,NA,NA
"P. cactorum",NA,"Fragaria","Northern America","Northeastern U.S.A.","New York","New York"
"P. fragariae",NA,"Fragaria","Europe","Middle Europe","Germany","Germany"
"P. cactorum",NA,"Fragaria","Northern America","Southeastern U.S.A.","Tennessee","Tennessee"
"P. cactorum",NA,"Fragaria","Europe","Northern Europe",NA,NA
"P. citricola",NA,"Fragaria","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. cryptogea",NA,"Fragaria","Europe","Southeastern Europe","Bulgaria","Bulgaria"
